4100,Não Adianta,Zeca Baleiro,246.49098,6770846,Sergio Dalma;Slipknot;Necrodaemon;Mikey General;The Rapture;Jude Cole;Jere McAllister;Gordon MacRae;Ned Miller;Los Tres Diamantes;Sinch;Los Jaigüey;Max Steiner;Marimba Alma De Chiapas De Juan Palacios
4101,Not Today,Hotwire,200.33261,3316177,Juan Farcik;Murphy Lee / Zee;Alexis HK;Jim Kweskin;Will Pan;Ray Boltz & Steve Millikan;Charlie Rich;Princess Lover;Prozak;Funeral For A Friend;Year of Desolation;Electric O & Ishkan;Harvey Averne;Mando Diao
4102,Le Diable,Alexis HK,167.28771,1567543,Alice In Chains;Britney Spears;The Knux;M.A. Numminen;Albin Myers;Swans Of Avon;Danny Diablo feat. Puerto Rican Myke;Utopia;Hotwire;Sticky Fingaz;Lost Boyz;Chris Brown;Dimitri Tiomkin;Lonestar;Rick Ross / Carol City Cartel;Sébastien Roch;Greis;B.o.B;Corb Lund
4103,Transes-Dimanche,Jacques Dutronc,128.33914,3128448,Savoy Brown;Isabelle Adjani;Michael Salgado;Les Sexareenos;John Frizzell;Carlos Ponce;Symbiosis Orchestra
4104,Remember Me Lover (Album Version),Porcupine Tree,454.16444,6484488,Pardesi;Gaiteros de Pillopo;Viktor Krauss;Montserrat Caballé;Neil Innes;SKYCLAD
4105,Swing Vagabond,Quadro Nuevo,272.92689,674810,Led Zeppelin;Marisela;DJ Spinn;Nightwish;Bow Wow Wow;Hiram Bullock;Spoonie Gee
4106,Last Good Time In Town,Eagles,427.36281,1725413,The Continentals;Pentangle;Koffi Olomidé;Pale Forest;Two Man Advantage
4107,8:00,Intars Busulis,208.16934,4723663,The Crystal Method;Michael English;Throw The Fight;STEVE CAMP;The Chinese;Jean Ferret;Professor Longhair;Erin O'Donnell;Alfredo Kraus - Orquesta de Conciertos de Madrid - Pablo Sorozábal
4108,Hunting,Deep Forest,397.76608,3185796,Karen Peck And New River;Francky Vincent;Monty Are I;A Skylit Drive;J.B. Lenoir;Joe Satriani;Nikos Xilouris;Lloyd Banks;Juan Carmona;Nicola Fasano;DCX
4109,No Answer (Outro),Lollipop Lust Kill,211.90485,6908208,Joe Turner / Pee Wee Crayton / Sonny Stitt;Brenda Lee;The Flies;Bone Loc;Foo Fighters;Les Malpolis;Markus;Bob Neuwirth
4110,Slum Goddess (Originally Performed by The Fugs),The Meatmen,218.5922,6437705,The Chieftains;Methods Of Mayhem / Scott Kirkland;Percy Mayfield;Eyehategod;Enthroned;Belami;Pedro Luis e a Parede;Adam Richman;Barry Manilow;Shade Sheist / N.U.N.E. / King Arthur;MC5;Nicola Fasano feat. Paula B.
4111,Jap,Sao Paris,279.43138,1365274,Buzzov¬"en;Willie Bobo;Die Symphony;Dimmu Borgir;Cancer Bats;Badmarsh & Shri;Maria Muldaur;The Jordanaires;Sleepy John Estes;Rockin' Dopsie_ Jr.;Morel
4112,I Need You,Screaming Jay Hawkins,128.96608,6342242,Hank Locklin;Daywind Studio Musicians;Bedwetters;V Sinizter;Big John Greer;Céline Dion;Enuff Z Nuff;Jeff Massanari Trio;NO-TONE ft.Inusa;Esion Jim;The Refreshments;Leo Gandelman;Ray Conniff;Billy Butterfield;Kako;Pete Miser;Stille Volk;Willie Rosario;Arne Weise;Les Paul and Mary Ford
4113,We Do It For the Money_ OBVIOUSLY! (Demo),Set Your Goals,52.55791,7883703,Cowboy Mouth;Poptart Monkeys;Bill Douglas;Light Of The World;Pelt;Britt Nicole;Giorgos Sabanis;Dottie Rambo_ The Whites;Danilo Perez / Claus Ogerman;Fountains Of Wayne;Mum;Rockin' Dopsie_ Jr.
4114,The Hero Dies in This One,The Ataris,246.85669,3222984,Aswad;DJ Phiene
4115,I Feel So Good,J.B. Lenoir,114.62485,608611,Richard Souther;Gene Pitney;Gaiteros de Pillopo;Deep Forest;Larytta;Charlie Walker;Ellen McIlwaine;Dub Pistols feat. TK & JMS;Cassidy featuring Swizz Beatz;Call To Preserve;Sirka Ragnar;Black Messiah;Tigerstyle
4116,You Don't Know Me,Charlie Rich,268.7473,3396078,Snow Patrol;The Mad Capsule Markets;Morton Gould;Chaotica;Hotwire;Laron aka Swan featuring Alexander East;Ghetto Mafia;Silvério Pessoa;Caramell;Angel Romero / The Academy of St. Martin in the Fields / Iona Brown;Rainer Bielfeldt;SKOLD vs. KMFDM;Bounty Killer;Lonestar;V'ro;Los Gaiteros de San Jacinto;Wamdue Project
4117,Warm Spring Night,Claw Hammer,263.36608,7677300,Benabar;Sugar Minott;Los Van Van;Gene Autry;Palito Ortega;F.l.y.;Death SS;Satan's Host;Les Bantous De La Capitale
4118,Navy hymn,The Sun Harbor's Chorus-Documentary Recordings,58.46159,1043033,Nichols;Iggy Pop;Lady Saw;Ronnie Milsap;Freddie McGregor
4119,Gettin' Better,Tesla,210.28526,498114,Sandi Thom;Marlene Dietrich;DJ Harry;Edwin Hawkins;Dead To Me;Bebo Norman;Atman;The Honeydogs;Dictators;Radiohead;Rea_ Chris;Bob Hope
4120,Newborn Blessing (World),Sharon Burch,193.82812,5836493,Patty Griffin;Digital Mystikz;Various Production;Ed Byrne;M83;John Travolta / Christopher Walken;Rude Boys
4121,Rette Mich Später (Michael Ilbert Radio Mix),2raumwohnung,234.34404,7963116,Frank Ifield;Noemí;Shanadoo;Elva Hsiao;Vaselines;Joe Graves & The Diggers;Michael Jackson;N.W.A.;Danny Davis & The Boys;Nicola Fasano;Jerry Butler;Faith Hill & Tim McGraw;Martina McBride;Lili Ivanova;Rene Touzet;Nybbl;Wilks featuring pee wee ellis
4122,Two Wheels In the Ditch,Undertakin' Daddies,146.02404,5385947,Spliff;Lupe Fiasco feat. GemStones;Bob Dylan;Tony Martin;Junior Jack;Mack and Jamie;John Hiatt;Abracadabra;Ulytau;Rick Astley;Danny Davis & The Boys;C-Side & Petit Mal;Laurindo Almeida;Carman featuring Commissioned & The Christ Church Choir;Adr Lavey
4123,Atomic Beat Boy (Album Version),Helen Love,216.76363,5132690,Missy Higgins;Jimmy Riley;Pamelo Mounk'a;Unwritten Law;Satan's Host;Louis Prima & Keely Smith;Múm;Movado
4124,I'm Wanderin',Jackie Wilson,160.78322,8384516,Los Barón De Apodaca;N.W.A.;Judas Iscariot;Mars Ill
4125,Did You Ever Go Steady,THE CHIFFONS,138.762,2277897,Bobby Hutcherson;Kurupt_ Rosco_ Jayo Felony & 40 Glocc;Marimba Alma De Chiapas De Juan Palacios;Heavy D / McGruff;Plump DJs;The Products
4126,Monsters In Tinsel Town,Astrovamps,235.72853,7871870,DJ Omega;David Meece;Barbara Carr;Mobb Deep;Gerald Clayton;Bedwetters
4127,Dime Si Me Quieres,Andy & Lucas,213.52444,4795655,Gran Coquivacoa_ Neguito Borjas;Hey Colossus;Dusminguet;Leon Russell & New Grass Revival;PitchBlack
4128,La Mémoire Des Jours,Raphaël,255.65995,772352,Terry Callier;Adam Ant;Peter Tosh & Winston Scotland;Månegarm;The Capitol Years;Rick Snel;Kat DeLuna;Bangalafumenga;Los Brujos;ÄI-TIEM;State of Chaos
4129,Amen (Album Version),Jimmy Durante,233.37751,5132190,Frank Ifield;Memphis Jug Band;Gato Perez;Beatnuts with Lil' Donny;Jay Pérez;Darcelys;BassTurk
4130,Contact 00,Plump DJs,348.55138,2323453,Danny Wright;Pete Miser;Rainer Bielfeldt;Mississippi Mass Choir;Mawatari Matsuko;Michael Stanley Band;Lupe Fiasco feat. Matthew Santos;THE CHIFFONS;Carlos Nuñez;Jefferson Starship;3 Doors Down;Shy FX & T Power;George Schuller;Blind Blake;The Jason Bonham Band;Eko Fresh feat. Capkekz
4131,Oso Ego Kanenas,Konstantinos Galanos,293.8771,2265979,Astarte;Louis Prima & Keely Smith;Los Originales De San Juan;Pucho & His Latin Soul Brothers;Cardenales del Exito;D.R.S.;The Golden Age Orchestra_ Paul Summer ;The Michael Stanley Band;Paloalto;Jessica Simpson featuring Lil Bow Wow;Alacranes Musical;Erik Hassle;Stars Like Fleas;Kekele
4133,No Sympathy For Fools,Behemoth,229.40689,1203808,Eden's Bridge;Dilated Peoples;Gary Go;Murphy Lee / Zee;Luisito Rosario;Nybbl;GZA/The Genius;Irini Merkouri;Buzzcocks;Shadows Fall
4134,Katie,Mary Black,283.61098,2383452,Pedro Garcia & His Del Prado Orchestra;Paul Taylor / Terry Dexter;J.J. Cale;Elli Kokkinou;The Dreamtree Project;The Tamperer
4135,Drunken's Man's Dream,Suzy Thompson,196.91057,2399658,Alias;Mel Blanc;The White Stripes;Banda La Bocana;Harry Lauder;Freddie McGregor;Sonny Terry / Brownie McGhee;Paul Rodgers;East To West;Righteous Brothers;Deep Blue Something;Hermeto Pascoal
4136,I Am Your Mother Too,Keb' Mo',242.80771,3183344,P.O.D.;Stone Temple Pilots;TYR;Leo Gandelman;Population Reduction;EPMD / Nocturnal;Klaus Badelt;Cedric Gervais feat. Second Sun;Barenaked Ladies;Bézu;Riamiwo;Little Joe;Kool Keith
4137,Latinas,Flora Purim,222.9024,3062046,The Marx Brothers;Henri Rene And His Orchestra;Kyle Eastwood;Canis Dirus;Band Of Horses;Lauren Wagner & Fred Weldy;Pat Metheny;Tim Hughes;Paso Doble;Ms. Dynamite / Bounty Killer;Bizzy Bone;Tony Murena
4138,The Kingdom - Titles,Danny Elfman,269.7922,1502211,Ann Hampton Callaway;Jimmy Wakely;The Dreamtree Project;Africando
4139,Ethiopian Serenade,Mystic Revelation of Rastafari,250.90567,8969554,Sonora Carruseles;Archie Bell and The Drells;Bill Douglas;Beherit;Gabinete Caligari;Simon & Garfunkel;Energy;TEN MADISON;One Be Lo;Gisele MacKenzie;Pete Bamboo;Rusted Shut;The Chieftains;Tabu feat. Mitzib;The London Theatre Orchestra;Bellatrax feat. Tina Cousins;Claudio;Tabu Ley Rochereau;Play;Disembowelment;Mike Jones (Featuring CJ_ Mello & Lil' Bran)
4140,Réjouissance [I'll Cry Instead],Joshua Rifkin,111.46404,5820126,Bitty McLean;Glen Washington;System of a Down;Bruford;Gal Costa;John Ottman;Danilo Perez / Claus Ogerman
4141,Dangerous Dance,Dolores Keane,249.93914,8202871,For Squirrels;Milk Inc.;Fajardo;Los Fabulosos Cadillacs;Dictafone;Angel Romero;Emilia;Eko Fresh
4142,Get Away,Rooney,171.93751,2362960,Sonic Subjunkies;Drop Dead_ Gorgeous;Johnny Nash;Fuel;Robben Ford;Gisele MacKenzie;Poncho Sanchez;Nicola Fasano feat. Paula B.;Black Messiah;Legion Of Green Men
4143,Nevada's Grace (Album Version),Atreyu,227.99628,1322568,Dakis;Epitaph;Giorgos Tsalikis;Tayfun;Grayson Capps;Thomas Dolby;The Accursed;Los Amigos Invisibles;Sleepy D
4144,Bedtime Story (Album Version),Madonna,248.55465,89480,Rising Lion;Bessie Smith;Marga Gomez;Dédé Saint Prix_ Pakatak;African Rhythm Messengers
4145,Les Corps Glorieux: III. L'Ange aux parfums,Timothy Byram-Wigfield,473.46893,5897785,Billy Murray;Aiden;Steve Erquiaga;Black Box;DJ Spinn;The Strokes;Mirah;Charles Aznavour;Cassius Clay;Jeff & Sheri Easter;Danilo Perez / Claus Ogerman;Karen Peck & New River
4146,Moonlight Lover,Barbara Jones,242.20689,8926546,Hot Tuna;Dean Evenson;Paul Carrack;Terminal 11 feat. b.b0Nd;Mark Wills;Shamen;DJ Nasty;Mat Kearney;Loop Guru;The Last Eighth feat. Dumi Right(Zimbabwe Legit) and Skillz;Saarbrücken Radio Symphony Orchestra;Alice Stuart
4147,Think About Me,Sister Hazel,188.62975,509435,Shy FX & T Power;Wes King
4148,Top Of The World,Jazz Crusaders,406.07302,936383,Maria Callas/Giuseppe di Stefano/Ettore Bastianini/Silvana Zanolli/Luisa Mandelli/Giuseppe Zampieri/Arturo La Porta/Antonio Zerbini/Silvio Maionica/Coro e Orchestra del Teatro alla Scala_ Milano/Carlo Maria Giulini
4149,Pimpin' Don't Fail Me Now [Featuring Jazze Pha and Juvenile] (Explicit Album Version),8Ball & MJG,236.93016,684738,Knack;Los Chichos;Cerati-Melero;Eagles Of Death Metal;The Paul Butterfield Blues Band;Al Denson;Richard Walters;Luke Vibert
4150,Pass The Earplugs,Ashes to Ashes,215.40526,1963484,Erick Sermon;Seventh Day Slumber;Jimmy Wakely;Alfredo Kraus;The Twinkle Brothers;Dart;Wordsworth;Owsley;Gloriana;Cândido
4151,This Little Child (Brown),Scott Wesley Brown,350.11873,1542184,Red Hot Chili Peppers;G.G. Allin;The Zebras;Cam'Ron / Juelz Santana / Jimmy Jones;Nadine Renee;The Ocean;Ana Bekuta;Clementina De Jesus;Dark Party;Mil;Donny Hathaway
4152,Crappy Shop (50 Cent Diss Track),Forensics,381.33506,5608902,Hacken Lee;Rory Block;Los Barón De Apodaca
4153,Silent Night_ Holy Night! (Album Version),Faith Hill,189.67465,3635973,Andy & Lucas;Mykill Miers;Spooky Tooth;Mal De Ojo;Lincoln Center Jazz Orchestra;Black Debbath;Sunnyland Slim;Willy DeVille;Pepper;Tracy Byrd;Djelimady Tounkara;Oscar Peterson Trio;Anubis Spire;Nik & Jay
4154,Fortune Teller,The Rolling Stones,116.92363,3886285,Descendents;Tim Hornsby;GARFIELD;Amy Winehouse;The Exciters
4155,The Way I Loved You,Taylor Swift,245.36771,4243063,Orthrelm;Norman Howard;Isaacs;The Chi Lites;Lexie Mountain Boys;Mungo Jerry;Sylvia Patricia;Sapo;Henry Lee Summer
4156,Southern Fried,DJ Nasty,195.13424,8959474,Joe Lynn Turner;Jazzy B;Kaija Koo;Bob Sinclar;Sonora Santanera;Carlton Livingston;Betika_ Daouda;Bow Wow Wow;Redman / Hurricane G / Melanie Rutherford;Delroy Wilson;Space Opera;Barbara Jones;Ms. Dynamite / Bounty Killer;Viki Mosholiou;Keira Green
4157,Spanish Fly,Fudge Tunnel,325.72036,7665483,Riamiwo;David & Steve Gordon;Sonora Carruseles;Chorus Line;Brian Keane;MIMS;Nancy Walker;Brand X;Alicia Keys;Roberto Perera;Bas-Sheva;Moving Ninja;Christian McBride;Los Del Sol
4158,Ebb Tide,Tony Martin,216.24118,6341756,Dennis O'Neill;Hinge;Urge Overkill;A-Studio;Undertakin' Daddies;Dart
4159,Metamorphosis,Amoral,306.38975,6090550,Billie Jo Spears;Fulanito;Aleks Syntek;The Accursed;Cotton Candy;Gerald Veasley;Charlie Louvin;Jars Of Clay;Manolis Famellos & I Podilates;Leroy Huston;Chris Vickery;Lords Of The Underground;Los Fabulosos;The Embarrassment
4160,Way Way Back,Kool Moe Dee,272.8224,3679240,Jean-Jacques Goldman;Edith Lefel;Malavoi;Greek Gypsy Musicians;Rise Against;Carlos Jimenez;False Prophets
4161,Africa,Dusminguet,173.97506,1623654,Dungeon Family;James Taylor Quartet;Shakira;Orquestra;New Roanoke Jug Band;Sean Paul;Paul Overman;Los Fabulosos;Andy & Lucas;Berrogüetto;Debbie Davies;Rude Boys;Citizen Kaned
4162,Questo sporco mondo meraviglioso,Piero Umiliani,158.51057,7026678,Curtis Mayfield;Noemí;Cindy Morgan;Viktor Krauss;D.R.S.;Panzer AG;In Extremo;Orquesta Harlow
4163,Paul,Eminem,13.58322,507190,Edelweiss;Willie Isz;It Dies Today;Cool For August;The High Strung;Orquesta Aragón
4164,Hengähä tok,Esa Pakarinen,200.202,3685686,Angela Lashley;Joe Lynn Turner;Erkki Junkkarinen;Year Long Disaster;Aimable;Erik Tronic;Dino
4165,Let The Kingdom Come (Freedom Album Version),White Heart,301.81832,1542212,Music Explosion;The Continentals;Boondox;Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas;Zen Lemonade;Tony Mathews;Souls Of Mischief;Roger Clyne & The Peacemakers;Shifty;Commander Cody And His Lost Planet Airman
4166,This Time (Learning To Trust Album Version),David Meece,241.76281,671395,Bitty McLean;John P. Kee;Ray Barretto;Giuseppi Logan;Little Willie John;Porter Wagoner;Lloyd Spiegel;Britney Spears feat. Pharrell Williams;Astrovamps;Melvins;LORE;Blue October;Sneaky Sound System;Peter Hunnigale;Misty Roses
4167,Dolorosa (Live),Cali,339.80036,484039,D.A.D.;Christina Aguilera;The Weegs;Wayne Watson;1. Futurologischer Congress;Mayday;Ray Kane;Stockhausen Waterman;Don & Juan;Deborah Allen
4168,A Man Can Only Stand Just So Much Pain (Bonus Track),Tony Joe White,152.842,1898408,Mississippi John Hurt;Tim Exile;Fast Eddie;Mychael Danna & Jeff Danna;France D'Amour;Ned Nash Orchestra;The In Crowd;Djelimady Tounkara;Sal Mineo;Janet Paschal;Bizzy Bone;The Firesign Theatre;Mike Brooks;The Frequency
4169,After The Dark,Jimmy McGriff,334.18404,4058851,Bryan White;Charlie Byrd Trio;Daara J;W.A.S.P.;Susana Seivane;Sara Melson;Andre Verchuren
4170,Nigun,Kol Simcha,164.64934,5349693,Michael Jackson;When Dinosaurs Ruled The Earth;1. Futurologischer Congress;Bülent Ceylan;Hot Club Of Detroit;Dixie Chicks;Patience Dabany
4171,Still I'm Sad,Rainbow,663.24853,170198,Vuneny;Bacilos;Sean Callery;Tum Tum;Novembre;Eazy-E;Old Man's Child;Autonomous Bass Heads;Ya Boy;Ice_ Lucky Luciano_ Filero;B.A.D.;Pinch;Johann Köhnich
4172,Looking For Clues,Robert Palmer,299.78077,445529,Josh White;Big Maybelle;Tommy James And The Shondells;Coven;Gösta Ekman / Tage Danielsson;Gerald Veasley;Jude Taylor & His Burning Flames;X-Raided featuring Teddy Bear_ Big Pook_ T-Nutty;Enrique Iglesias;Theodis Ealey;Kuba;Dharma Bums;Nightwish;Alkonost;Pinch
4173,Everybody's Blues,Furry Lewis,175.5424,1490653,
4174,Up Close and Personal,Bukue One,130.61179,9030400,Naughty By Nature;Mush;Shelby Lynne;Methods Of Mayhem / Scott Kirkland;Brigada Victor Jara;Anna Abreu;Wet Wet Wet;Justin Timberlake;MIMS;Paul Rogers;Cam'Ron / JR Writer
4176,Pantera Fans In Love,Nerf Herder,200.04526,6182870,The Four Pennies;Tony Mathews;Bobby Capo;Foo Fighters;Claudio;Sirka Ragnar;Gang Starr Featuring Jeru The Damaja And Lil Dap
4177,Liar in the Glass,Eyes Set to Kill,238.05342,2394321,Billy Walker;50 Cent;Butterfly Temple;Crucial Conflict;Larytta;Stephen Marley / Damian Marley;Ashbrg
4178,Platoon Goons,Snowgoons,257.25342,5113282,Foghat;Sal Mineo;brokeNCYDE;Bitty McLean;Tiny Bradshaw;Population Reduction;Los Auténticos Decadentes;The Killers;Flor Silvestre;Caniche Hara-Kiri;Word;Metallica;iTAL tEK;Michèle Crider;Eleonora Jankovic;Vincenzo La Scola;Riccardo Muti
4179,Ooh Baby (feat. Lil Bandit & Royal T),Mr. Sancho,215.97995,8254688,George Jones;Carlos Vives;Rakim feat. Tracey Horton;Georgia Satellites;Le Vangle;Jaydee;Roberto Roena;The Clark Sisters;Jimmie Davis;Vilma Palma e Vampiros;The Jason Bonham Band;Catia Werneck
4180,Stay Awhile,Danny Williams,200.82893,3873742,Eagles;Bruce Rowland;Pennywise;Rick Ross / Carol City Cartel
4181,Girls All Pause,Kurupt,207.98649,7133378,Lit;Louie Ramirez;David Banner;Steel Pulse;Liquid Gang;Kartik Seshadri;Dark Party;Shelley Fabares;Little Eva;Laidback Luke & Diplo;Lunasicc;Jean Lumière;Los Fernandos;Jeff Johnson;Leslie Mendelson
4182,Personne Stop (feat. Nixon),Royal S,285.98812,4073866,Radiohead;Claire Hamill;Demonbreed;Del Tha Funkee Homosapien;Stern;Lexie Mountain Boys;Al Rapone;Götterdämmerung;The Cutting Edge
4183,Have you got a Minute to spare,Mikey Dread,251.14077,6794037,Bodies In the Gears of the Apparatus;Hurricane;Danny Elfman;The Game / Nas;Morgion;Lonnie Brooks;Inspector 9;Vic Chou
4184,Walkin' Away,Hanoi Rocks,236.35546,3928178,Dax Riggs;Wet Wet Wet;Prince & Tevin Campbell;Auf Der Maur
4185,In Our Hands_ Once Again,Dead Hearts,44.30322,7053151,Oliver Kalkofe;Josh Mullins;Big One;Rancid;Trick Trick / Obie Trice;The Mars Volta;Loretta Lynn;Los Ninos De Sara
4186,Nova (originally from "failure"),Smut Peddlers,104.93342,5136534,Bone Thugs-N-Harmony;Jericho;Michael Jackson;Randy Stonehill;Unearth;Britny Fox;Buckwheat Zydeco;Alice In Chains;XLNC;Super Cat;Gene Latter;Sportsguitar
4187,It's All In The Word,The Jackson Southernaires,281.25995,6643560,Louisa Mark feat. Kevin Henry;Sylvia Patricia;The Last Eighth feat. Dumi Right(Zimbabwe Legit) and Skillz;Juelz Santana / Bezel;Jim Jones featuring Oshy
4188,Nervous Breakdown,Nerf Herder,167.44444,6173008,The Four Pennies;Tony Mathews;Bobby Capo;Foo Fighters;Claudio;Sirka Ragnar;Gang Starr Featuring Jeru The Damaja And Lil Dap
4189,1987,2 Minutos,64.39138,5547204,Dakis;The Allies;Stephy Tang;Markus;Foo Fighters;Ruben Cossani;Lonnie Brooks
4190,Persuasion,Santana,317.09995,746823,H-Town;Carlton Livingston;Gustavo Cerati;Ionics;Canis Dirus;Geiom Feat. Marita;Dynamix
4192,No Next Time,Ten Wheel Drive,272.84853,5827170,Tyrone Wells;Pierre Boulez;Irtio;Teena Marie;Juliette & The Licks;Emotion Code;Avril;Dub Pistols feat. TK & JMS;Billy Price_ Fred Chapellier;Northern State;lextrical
4193,A volta da mulher morena,Vinícius de Moraes,157.30893,2461024,Abbott & Chambers;Dendemann;Blind Lemon Jefferson;Midwest Product;Brian Free & Assurance;Lunasicc;Walter Jackson; Arranged & conducted by Riley Hampton;Eri Esittäjiä;Aphasia;The Antripodean Collective
4194,He Who Breeds Pestilence,Behemoth,341.2371,6158081,Eden's Bridge;Dilated Peoples;Gary Go;Murphy Lee / Zee;Luisito Rosario;Nybbl;GZA/The Genius;Irini Merkouri;Buzzcocks;Shadows Fall
4195,Sin Poderte Hablar,Huey Dunbar,200.80281,4401235,Faron Young;Eddie;Epitaph;Palito Ortega;Suzanne Ciani;RUN-DMC;Chase & Status;Avril;Larry Graham & Graham Central Station;Darko;Dead Kennedys;Djalma Correa;Carlos Jimenez_ J Elvira_ Oliversam
4196,Sympathy,Sylver,170.50077,3516405,Radiohead;Albert King;Edouard Duleu;Lionel Richie;Mark Lowry;Nora;This Or The Apocalypse;U.K. Subs;Voyager Series
4197,No,Hot Chip,182.15138,2573094,Java;Dropline;Guns N' Roses;Red I Flight;Freakhouse
4198,Slave To Love (7" Version) (2009 Digital Remaster),Bryan Ferry,240.03873,7142572,Dons;Tanika Turner
4199,Mona Lisa,Moon Mullican,170.52689,5314347,Line Renaud;Månegarm;Skeeter Davis;LaWanda Page;Confetti's;Methods Of Mayhem / Scott Kirkland;Cecilia Bartoli / International Chamber Soloists / Orchestra La Scintilla / Adam Fischer;Billy Price_ Fred Chapellier;Fabolous;Groucho Marx;Mirah;Old Man's Child;Jaime Urrutia;La Divina Pastora
4200,I Will Shelter You,Bob Carlisle,252.00281,5951639,Nichols;Desert Dwellers;Precious Bryant;John Wesley Ryles;Silvério Pessoa;Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd
4201,Folião Ausente,Spok Frevo Orquestra,286.04036,6156268,Tri Atma;Dax Riggs;Bounty Killer;Spooky Tooth;Orchestra e Coro del Palacio de Bellas Artes Di Cittá del Messico_ Oliviero De Fabritiis_ Maria Call;Rocky Whatule;John Brown;P.O.S;Giorgos Tsalikis;Yndio;Dishwalla;Bob Crosby;Stefon Harris
4202,Safe in Numbers (Album Version),Scalplock,52.03546,3921256,John Mayall;Elizabeth Cotten;Tim Hornsby;Autonomous Bass Heads;Lighthouse Family;Leonard Kwan;Vilma E Vampiros Palma;Harry Diboula;Perfection;Loop Guru;King Curtis with Jack Dupree
4203,Voices Inside My Head,The Police,233.45587,385778,Michael Whalen;Taking Back Sunday;Memphis La Blusera;The Villas;DJ X-Change featuring DJ Joey A
4204,Everafter,Mark Feldman_ John Taylor_ Anders Jormin_ Tom Rainey,527.82975,1927572,Monster Magnet;Len Barry;Nicolas Bacchus;David Arkenstone;Click / Click_ M_Ferri;W.A.S.P.;Marisela;Mons Leidvin Takle;Orquestra;SOL;Joe Lynn Turner;The Fray;Slim Whitman;089 Clique feat. Minnesota Snipe & Skinny Cueball;Mystic Rhythms Band;Zeltinger Band;Vulgar Pigeons;Whitney Cummings;Rebecca Lynn Howard
4205,Nehi Mamma Blues,Frank Stokes,190.92853,1874718,Free;Edmundo Ros;Tullycraft
4206,La Alegria Del Batallon,Alfredo Kraus,135.13098,3400805,Ashes to Ashes;Candy Lo;Séamus Ennis;Wolfchant;John Pagano_ Burt Bacharach;The Pineapple Thief;DJ Vix;El Poder del Norte;Catherine Howe;Simple Minds
4207,The Same God,Carman featuring Commissioned & The Christ Church Choir,247.14404,5952718,Naughty By Nature;Bézu;I Hate Sally;Al Dexter;Amber Nicholson;The Cure;Goatwhore;Pierre Perret;Undertakin' Daddies;The Cliks;Michael Convertino;Krayzie Bone;Three-6 Mafia
4208,Where Is The Love?,Bobby Broom,382.98077,5854201,Utopia;Dead Kennedys;GG Allin;Madilu System;DJ Spinn featuring Traxman;Vonray
4209,Walls Of Jericho (Album Version),Freddie McGregor,210.52036,4014014,Owsley;Suzy Thompson;Kerson;The Sun Harbor's Chorus-Documentary Recordings;Tommy Makem;The Clancy Brothers;Jape Squad;Blue Rodeo;DJ X-Change featuring DJ Joey A
4210,Fell In Love Today,Lee Michaels,118.88281,933996,George Harrison;Cornel Campbell;The Jeremy Spencer Band;Eri Esittäjiä
4211,Kalanta,Despina Vandi,307.87873,753559,Solistiyhtye Suomi;The Flesh;X-ecutioners featuring Tom Tom Club & Biz Markie;Banda La Bocana;Stone Temple Pilots;Bob Dylan;La Mancha De Rolando;Ashbrg;Unison
4212,Ultra-Funk,Los Amigos Invisibles,218.67057,2993980,Various Indian Tribes;Janis Joplin;Anubis Spire;Atreyu;Jimmy Johnson;Yank Rachell;Beatnuts featuring Tony Touch;Stern;Billie Jo Spears;Paul Geremia;France D'Amour;Joey Negro;Black Eyed Peas / Terry Dexter
4213,Farther Along (Favorite Hymns Sung By The Homecoming Friends Album Version),Bill & Gloria Gaither,216.18893,1199371,Bill Murk;David Rose;Matisyahu;Cristy Lane;Dave Rave_ Mark McCarron;Clannad;The Cannanes;Walter Wanderley Trio;Simply Red;Les Bantous De La Capitale;Sandy Posey;Extrabreit;Diego Verdaguer;Louis Prima And Keely Smith;Charlie Cruz;Pinch;Bröderna Djup;Migraine
4214,Rappin' About Rappin' (Uh-Uh-Uh),Junie,243.69587,3222827,Barry Manilow;Alfredo Kraus/Tatiana Troyanos/London Philharmonic Orchestra/Michel Plasson;Hurricane;Darko;Gary Nichols;Assassin;Oesch's die Dritten;X-Static
4215,Presenting The Eight Wonder Of The World,Max Steiner,24.13669,5924707,Nana Caymmi;Steve Harvey;Scheich;Stewart Francke;Carroll Thompson;Zeca Baleiro;Sven Scholander;Peggy Zina;Blind Willie McTell;The Mad Capsule Markets;Mel Blanc;Ricardo Arjona;Dottie West;Laron aka Swan featuring Alexander East;Operator;Terror Fabulous;Milo
4216,Living Again,John Wesley Ryles,183.95383,6989613,Proficy;Bob Carlisle;Trick Trick / Obie Trice;Omni;Cândido
4217,Smile,The London Pops Orchestra,204.2771,4217894,Ned Miller;Deftones;The Sonics;Danny Wilson;Dynamite Deluxe;Kitty Wells;Wilshire;Lou Reid & Carolina;Stephen Marley / Damian Marley;Daan Junior;Gruppo Jazz Marca
4218,Cadillac Walk (Album Version),Willy DeVille,439.30077,4555075,Faith Hill;Kix;Rhinoceros;Barry Manilow Featuring The Glenn Miller Orchestra with Debra Byrd;Ray Charles;Birdapres;Johnny Carver;Carl Davis;Jay Tee & Baby Bash;Fake Problems
